,transcript_id,question_addressee,justice,question_text
399,2024.23-1127-t01,petitioner,Ketanji Brown Jackson," -- even --in either scenario, the public fisc is not really put at risk. I mean, you have this pot of money that's the public fisc, and in my second scenario, the government is exacting a fee from the telecom companies, and while it mi ght be put into the public fisc for two seconds, the point is  they're exacting the fee to pay for this fund. What difference does it make if they're doing it that way versus just telling the telecom companies you put it into the fund  directly?"
400,2024.23-1127-t01,petitioner,Ketanji Brown Jackson, -- be defrauded from your  --your perspective under the FCA?  The FCA doesn't apply in that situation?
401,2024.23-1127-t01,petitioner,Amy Coney Barrett," Ms. Ho, can I ask you a question?  It seems like your argument  rests on the premise that only one person can provide, and I'm not really sure why that's true. I was thinking of an example of  -- think back to the days when  proctors used to give out test booklets and pencils. So let's say that I'm working as a proctor. It would be perfectly natural for me to say to the students: I'm going to provide each of you with a pencil and a booklet. Now I didn't go out and purchase those with my own money. The school presumably provided them to me and then I provided them to the students. I mean, I think one person doesn't have to provide. I think we could say that the United States provided funds, for example, that it  -- this hundred million dollars that it got through debt collection, et cetera, and then also say that the carriers provided money to the funds through their fees or that the carriers provided funds to the United States, which was a conduit. I just don't understand. I mean, are you assuming that ""provides"" has to be  exclusive, that there's one ultimate provider?"
402,2024.23-1127-t01,petitioner,Elena Kagan," -- would thank me for giving her the soup, not the funds, you know?  I mean  --I mean, I think my friend would understand that the Uber guy was a kind of conduit and it went through  -- but -- but -- but -- but I ordered the soup. And, here, the mandate is coming from the federal government in the same way."
403,2024.23-1127-t01,petitioner,Brett M. Kavanaugh," On -- on Justice Thomas's question about the hundred million dollars  -- I want to focus on that as well for a minute -- what exactly makes something part of the public fisc, to use your terms, or makes something government funds, to use your term? What are the precise indicia?"
404,2024.23-1127-t01,petitioner,Brett M. Kavanaugh," -- what are the precise things we look at to determine whether the government ""owns the money""?"
405,2024.23-1127-t01,petitioner,Brett M. Kavanaugh," -- about all public funds?  You know, taxes come in and then they go out to pay for government programs; in other words, the -- that's what I'm trying to distinguish. Most government money comes from taxes, some from fees --"
406,2024.23-1127-t01,petitioner,"John G. Roberts, Jr."," What if we don't agree with your treatment of the hundred million and think  -- agree with the government's view of the hundred million?  Is there any way that you  --any argument you have that that doesn't taint the 4 billion or whatever the number is?  In other words, if part of it is the whatever  --you know, hundred million over whatever the denominator is, does that mean you lose?"
407,2024.23-1127-t01,petitioner,Elena Kagan," Just to follow up the Chief Justice's question, you're not suggesting, are you, that there's some kind of  tracing requirement, that, you know, you have to find the dollar that came into the Treasury and see what happened to that exact dollar, because that wouldn't make much sense, would it?  So you're not suggesting that?"
408,2024.23-1127-t01,petitioner,"John G. Roberts, Jr."," Thank you, counsel. Justice Thomas, anything further? Justice Sotomayor?"
409,2024.23-1127-t01,petitioner,Sonia Sotomayor," Your earlier answer suggests to me that you think you -- that this case won't end this matter unless we rule on the government  -- on the Respondent's first ground, that this is a government program in total, correct?  Because what you're  -- I think what you're saying is we  --if our ruling relies simply on the hundred million, that your next case is going to be:  Okay, I'll accept that, but I'm going to fight about whatever the recovery is under the False Claims Act. That's what you just said to me."
410,2024.23-1127-t01,petitioner,Sonia Sotomayor," If we say they provide at least a hundred million, is your argument going to be that recovery is limited to that hundred million or that recovery, assuming you go under the False Claims Act, that recovery is limited to a hundred million, or are you going to take this position you're now taking,  that the government hasn't suffered any harm so that nothing would come to the government?"
411,2024.23-1127-t01,petitioner,Sonia Sotomayor, So this case doesn't end. Then you're going to argue that their damages have to be limited to a hundred million?  What are you going to argue?
412,2024.23-1127-t01,petitioner,Sonia Sotomayor," Assume there's a  finding of fraud, that you should have paid more -- you should have given them a greater discount than you did. So assume you  --you lose the fraud parts. Are we back to a case where you're  going to claim the damages are limited because?"
413,2024.23-1127-t01,petitioner,Neil Gorsuch," And let's assume you lose on the  -- on the -- on the merits of the trial. And I know those are unpleasant assumptions, but work with me a minute. I think you would have open to you two arguments. One, that the hundred million dollars is not traceable to the losses in this case because the funds didn't follow through. I assume you'd make that argument, is that correct?"
414,2024.23-1127-t01,petitioner,Neil Gorsuch," And then I'm  -- I'm -- I'm detecting in your colloquy with Justice Sotomayor that you might make an additional argument that damages would be limited to a  hundred million dollars in any event, is that correct?"
415,2024.23-1127-t01,petitioner,Brett M. Kavanaugh," In your brief, you mentioned constitutional avoidance, and I'm, I guess, having trouble connecting that argument to this case in the sense of how it would be any more or less unconstitutional if -- the overall scheme -- if we disagreed with you here. So can you connect that up?"
416,2024.23-1127-t01,petitioner,Amy Coney Barrett," Okay. So I'm just picking a number. Let's say it's $20,000. If that money -- if the government itself had been directly defrauded of that money and you had treble damages, it would be $60,000. I think what -- what -- if I -- if -- I have the same question that they do. My question is:  If you get to that point and  you're trying to calculate damages sustained to the government, are you going to say:  Yeah,  it's 60,000 once you treble it, just like it would be if they were dealing directly with the government?  Or would you say:  No, we have to calculate the marginal cost to the government in some kind of way?  Or you might say:  It's zeroed out. Like, the government didn't actually sustain any damage here. And so then it doesn't mean that the relator gets nothing because then there are other penalties and fines that are available under the FCA. That's my question."
417,2024.23-1127-t01,petitioner,Amy Coney Barrett," But is the relevant number that the relator, in your view, would be aiming at the $20,000 that I'm hypothesizing, or would it be some marginal cost to the government, or, as a matter of law, for a jury instruction, would you be saying, you know, it' s zero because the government didn't actually suffer any loss?  Even though the government provided the hundred million dollars, the damages sustained to the government were none?"
418,2024.23-1127-t01,petitioner,Ketanji Brown Jackson," You've said this many times and that there is, you said, a historical link between the public fisc and the FCA. And I guess I'm looking at the history and I don't really see it that way, so I'd like for you to respond. You know, as I read the history of the FCA, the purpose is broader than just trying to protect the public fisc. In fact, when Congress passed in 1986 the amendments where ""claim"" -- the ""claim"" definition that we're talking about here was put into the statute, it also had a report that talked about what it was doing, and that GAO report documented widespread fraud in government programs and focused on ""the non-monetary effects"" of the fraud and Congress's concern that it wasn't just about the money. It talked about things like the loss of confidence in government programs. It pointed to incidents in which the beneficiaries of the program did not get the benefits that Congress wanted them to get. So it was clearly beyond the fiscal impact. And so what I guess I'm wondering is: Doesn't that sort of undermine your argument that all we need to care about here is looking at this through the lens of whether or not the government has actual monetary skin in the game in this way?"
419,2024.23-1127-t01,respondent,Clarence Thomas," Mr. Singh, if this had been an appropriated fund and the administrator had been an federal agency, this would be, of course, a very straightforward case. We'd know exactly what the government's  financial stake was. But this is private money from private parties to another private party, and it's very difficult to see what the government's financial stake is. And I think it's  --it -- you might ultimately conclude, or we might, that it is enough to be federal funds. But it doesn't look like federal funds. It looks like private funds. So, in this -- in this instance, would you explain exactly what  the government's financial stake is here?  It hasn't appropriated any monies, it hasn't given any grants, and it hasn't lost anything. No matter what happens here, the government's not out of pocket."
420,2024.23-1127-t01,respondent,"John G. Roberts, Jr."," If  -- if we're persuaded by your argument on the hundred million dollars, it seems to me a difficult question whether or not that sort of -- whatever a non-pejorative word for ""taints"" is, in other words, whether that determines the characteristic of the other umpteen billion dollars. I mean, if  --if it were 10 million, would that be enough to characterize the entire rest of the fund, or $1?  Or are you limited with respect to, whether it's damages or whatever, to the percent of money that you actually collect?"
421,2024.23-1127-t01,respondent,"John G. Roberts, Jr."," -- your frontline argument is, if it's a dollar, the entire billion -dollar account is government funds?"
422,2024.23-1127-t01,respondent,Neil Gorsuch," Mr. Singh, on  --on the hundred million, just to wrap that up, so there is no traceability argument, so that takes us to the question of damages. Would a ruling on the hundred million point in your favor cause you any heartburn when  it comes to damages and, if so, what would it be?"
423,2024.23-1127-t01,respondent,Neil Gorsuch," Would it be, or -- or would that be relevant at all under the damages provision?"
424,2024.23-1127-t01,respondent,Neil Gorsuch, So you'd take the position that the hundred million is not the upper limit?
425,2024.23-1127-t01,respondent,Neil Gorsuch, So your  -- is your first preference then it provides all the money?
426,2024.23-1127-t01,respondent,Neil Gorsuch," And  --and, there, there's some complications too because Congress added the word ""agent"" in 2009, and  some of your claims predate that, right?"
427,2024.23-1127-t01,respondent,Neil Gorsuch," I -- I -- I get that. But  -- but --but your frontline argument is it provides all. And that would be your preference because  -- over the hundred million, for the obvious reasons we've discussed, it would be your preference over the agency line of reasoning because of 2009?"
428,2024.23-1127-t01,respondent,Brett M. Kavanaugh," That  -- that's a huge difference, I think, in practice. I mean, all taxes come into a government account and then go out. And with the hundred million, you can really analogize to how the -- almost the entire federal appropriations process works, right?  So that's why the word ""provides"" there -- I think the other side has a little bit of trouble on the hundred million, but then, when you get to the rest of it, it seems like you have a -- a bit of a problem because the word ""provides"" does not to me at least ordinarily fit when the government orders one private party to provide money to another private party, which is, when we get outside the hundred million, what I think is going on here. But correct me if I'm wrong or respond otherwise."
429,2024.23-1127-t01,respondent,Brett M. Kavanaugh," That's  -- on the -- again, on the bigger argument, that's critical?"
430,2024.23-1127-t01,respondent,Neil Gorsuch," But, Mr. Singh, just to give an example maybe in aid of Justice Kavanaugh's line of thinking  --we've had some colorful ones. This is less colorful, I admit -- but  a court order ordering a judgment, plaintiff, you get money from defendant. Does the court provide that money or does the defendant provide that money and in -- if  -- if  so, what makes that example different?"
431,2024.23-1127-t01,respondent,Neil Gorsuch," -- and it did through government coercion in the same way that we have here, right?  It's  -- it's, you know, on pains of going to jail if you don't do it. So what  --what's the difference?"
432,2024.23-1127-t01,respondent,Brett M. Kavanaugh," -- entire civil litigation system  -- under what you're describing as government program, the entire civil litigation system is a ""government program""?"
433,2024.23-1127-t01,respondent,Brett M. Kavanaugh," On your theory of ""provides,"" why wouldn't it be?  Put aside, you know, the government hasn't contended or  --"
434,2024.23-1127-t01,respondent,Brett M. Kavanaugh," Which you've connected to the word ""program"" as opposed to ""fisc.""  That's a key move in your argument, I think, government program rather than government fisc. The word ""provides"" goes to government program. Under your theory of that, why isn't the civil litigation system a government program that  --in which the government is providing the money, in Justice Gorsuch's example, to the plaintiff?"
435,2024.23-1127-t01,respondent,Ketanji Brown Jackson," Isn't the answer, Mr. Singh, about the duties that are running in the civil litigation?  In other words, the duties, the duty to pay comes from the defendant, the private person, right  --"
436,2024.23-1127-t01,respondent,Amy Coney Barrett," You're done? What  -- regardless of -- let -- let's assume you win, and regardless of whether you win on the hundred million argument or your larger argument, what are the damages sustained?"
437,2024.23-1127-t01,respondent,Amy Coney Barrett, So it's not just the money that Wisconsin Bell took unlawfully?
438,2024.23-1127-t01,respondent,Clarence Thomas, Just a matter of curiosity. What would be the difference between  the authorities of the agent as opposed to a case if  -- where there was a sub-agency that administered the fund?
439,2024.23-1127-t01,respondent,Clarence Thomas," The  -- here, you're saying that the private entity is an agent. So what is the difference in their authority and their liability and  -- and their conduct in -- in this E-rate program?"
440,2024.23-1127-t01,respondent,"Samuel A. Alito, Jr.", Let me see if I correctly understand some of what you have just told us. The question here  -- the only question before us is whether the reimbursement requests are claims under the False Claims Act. You could win on any of three grounds. The narrowest of those would concern the 100 million. But you've argued that we should really decide the case under one of the other broader grounds because that might have an effect on a damages question that has not been briefed and we don't know whether the case will ever get to the issue of damages. Is that a correct summary of some of what you've said?
441,2024.23-1127-t01,respondent,"Samuel A. Alito, Jr."," Well, what if you were to  -- what if we thought that you should win under the hundred million argument but lose  under the other two?  Then I assume you wou ld prefer to just take your narrow victory and go home, right?"
442,2024.23-1127-t01,respondent,Sonia Sotomayor," That was quite fascinating. I'm still laughing over it, counsel. I -- I do want to go back to these two theories. I -- I actually thought there were three theories that you had proposed. The first  was that the entire program is a government program. The government is supplying the money because the government's setting the rate at which the contractors have to pay. They're telling the Universal Service Fund how to spend  that money. And they're creating the FCC program that qualifies carriers to receive the money. So they're controlling every aspect of  the distribution, correct?"
443,2024.23-1127-t01,respondent,Sonia Sotomayor," I think they're doing this more specifically than many of the appropriations mechanisms that we reviewed recently  --I think one of my colleagues wrote about this -- in which we have appropriations to agencies with no more guidance than says it's a continuing X amount and you spend it on these things and that's it. We have more specificity than that here, correct?"
444,2024.23-1127-t01,respondent,Sonia Sotomayor," Okay. And we have some appropriations that  --that are based on how much is collected by the -- that agency, and they're entitled to spend that, and if they don't spend that, they can save it for the future, correct?"
445,2024.23-1127-t01,respondent,Sonia Sotomayor," And that's your point, that this is very similar to those appropriation programs?"
446,2024.23-1127-t01,respondent,Sonia Sotomayor," Am I understanding your answer to her?  And if that's true, what's that something more?  What has the U.S. lost besides the fact that you should have been paid  -- that you should have paid less money, I guess?"
447,2024.23-1127-t01,respondent,Sonia Sotomayor," I understand that. I'm going back to, what else are you claiming you're entitled to besides that?  That's the part that I  don't understand."
448,2024.23-1127-t01,respondent,Sonia Sotomayor," You still haven't answered my question. What is the amount of the claim, the total claim, that's your alternative argument?"
449,2024.23-1127-t01,respondent,Sonia Sotomayor," Even though they paid a part of it?  So, if you asked for a $50,000 subsidy and they only gave you 20,  you're still entitled to the 50, or are you claiming something more?"
450,2024.23-1127-t01,respondent,Elena Kagan," Could I go back to the conversation you were having with Justice Gorsuch when he gave you the other example and you said to him, no, that would not be a -- a normal use of the word ""provide"" and you said it's all a matter of context. And then you said the context here is that the administrator is acting as an agent. And is -- if we don't feel like getting into the question of exactly whether the administrator is an agent, the sort of back 10 pages of  everybody's briefs where we have to figure out, you know, does an agent have to have the power to bind the government or all that, if we just take that off the table and  --and said:  Okay, now we want a different kind of rule that separates the case in front of us from the case  that Justice Gorsuch raised, do you have another rule for that?"
451,2024.23-1127-t01,respondent,Neil Gorsuch," Mr. Singh, on  --on -- on your -- on -- on the 150 -- or the hundred million dollar option, the other side hasn't argued traceability, so that's good for you. And then the question comes to damages and whether there might be some upper limit based on the hundred million. Are you going to come anywhere near that under either theory of damages you've laid out here?"
452,2024.23-1127-t01,respondent,Neil Gorsuch," Okay. So that could be resolved in a future case. The larger ""provides"" question could be resolved in a future case without doing damage to this one?"
453,2024.23-1127-t01,respondent,Ketanji Brown Jackson," Let me just ask one quick question. The hundred million dollars, it  seems to me, is premised on the notion that that's the government's only stake in this, that -- that -- that you have to have skin in the game as the government. Here, they have a hundred million dollars in it, so that is really why the FCA cares about this. And I guess I just am struggling with that in light of my view based on the history and the broader statute that the FCA was the government's concern about the integrity of its program, that it was trying to fund a program and have it operate and, yes, it put money into it, but it's not just the money that's at stake. Do you have a reaction to that?"
454,2024.23-1127-t01,petitioner,Clarence Thomas, Is there  --can you recall a case similar to this FCA case?
455,2024.23-1127-t01,petitioner,"John G. Roberts, Jr."," Well, you're not saying it was okay bec ause Congress did it, are you?"
456,2024.23-1127-t01,petitioner,Amy Coney Barrett," Mr. Suri, can you just remind me the state of play?  It was the Fifth Circuit and the Seventh Circuit here who  split, and the Seventh Circuit said, well, one reason we feel better about this is the Fifth Circuit didn't know about the hundred million. But, on the larger claim, we haven't had a lot hashed out about that in the lower courts, right?"
457,2024.23-1127-t01,petitioner,Amy Coney Barrett," So, if we decided that larger question, we would be wading into something that really hasn't percolated very much?"
458,2024.23-1127-t01,petitioner,Neil Gorsuch," -- but, to resolve -- sorry. But, to resolve the current split, we now know about the hundred million dollars. The Fifth Circuit didn't know about the hundred million dollars. And if we were to rely on that, that would -- that would resolve the split as present -- presently constituted?"
459,2024.23-1127-t01,petitioner,Neil Gorsuch," And  --and just to understand your -- your distinction on the civil litigation side, as I heard you in your opening, the answer was because the government doesn't exercise control at the back end in how it's spent or how it's distributed, is that right?"
460,2024.23-1127-t01,petitioner,Neil Gorsuch," Well, what -- what about in a class action case where the court has very reticulated rules about distribution and notice and claim processing and, gosh, a lot of -- a lot of control on the back end?"
461,2024.23-1127-t01,petitioner,Neil Gorsuch, So it's a degree of control now at the back end that's the distinction?
462,2024.23-1127-t01,petitioner,Neil Gorsuch," Yeah, but if  -- but if you -- again, it's one of those things that's happened, whether or not there's authority, right?"
463,2024.23-1127-t01,petitioner,"John G. Roberts, Jr."," Counsel  -- Justice Thomas, anything further?  Justice Alito?  No? Justice Kagan?"
464,2024.23-1127-t01,petitioner,Elena Kagan," Could you tell me more about why you want to do the broader route, what you think the damages inquiry would look like in a case like this, and what you're worried about leaving on the table?"
465,2024.23-1127-t01,petitioner,Elena Kagan," What argument might you think is right?  I mean, is it just you can't go over a hundred million?  Is it you can go over a hundred million?"
466,2024.23-1127-t01,petitioner,Elena Kagan," And are there other programs that you're thinking about when you stand up here, or is this the full universe of programs?"
467,2024.23-1127-t01,petitioner,Amy Coney Barrett," Mr. Suri,  if we wrote the opinion to say ""at least"" here, where the government has provided, you have all these arguments open to you and all of these hard questions could be fleshed out later, correct?"
468,2024.23-1127-t01,petitioner,Amy Coney Barrett," Okay. And then the other question is just in terms of  --I take that point. But, in terms of the practical consequences to you, you know, we haven't talked much about the agency argument, but, you know, for any claims that were for post -2009, the government isn't necessarily going to be getting into this whole splicing because you would be relying on the agency argument. So, even for you, there's kind of a limited time window where you would be focused on this as opposed to focusing on your agency argument, right?"
469,2024.22-7466-t01,petitioner,Clarence Thomas," Mr. Waxman, you place quite a bit of weight on the note, notes, from Smothermon and Ackley, and from your opening statement, you clearly do not agree with them. Did you at any point get a statement from either one of the prosecutors?"
470,2024.22-7466-t01,petitioner,Clarence Thomas, Did they make themselves unavailable?  Sorry to interrupt you.
471,2024.22-7466-t01,petitioner,"John G. Roberts, Jr."," Mr. Waxman, the counsel appointed by the Court argues that a central element of your case is the jury -- that the jury would have regarded the matter differently if they knew that the lithium had been prescribed by a psychiatrist as opposed to someone else because the jury knew about the lithium and what they didn't know is that it was prescribed by a psychiatrist. Do you -- do you really think it would make that much of a difference to the jury?"
472,2024.22-7466-t01,petitioner,Sonia Sotomayor," And so the fact that the jury knew he had taken lithium during incarceration doesn't tell them anything about whether he had bipolar -- a bipolar condition, that his use of drugs would have led to impulsive and violent behavior, correct?"
473,2024.22-7466-t01,petitioner,Sonia Sotomayor," And would have explained the murder. Now can I go back to the two questions here?  I have three of my own, okay?"
474,2024.22-7466-t01,petitioner,Sonia Sotomayor," There's a lot -- and you spent a whole lot of time in your introduction, a lot of spilt in here on whether the PCPA is an adequate and independent state ground. I'm not even sure why we're doing all that when -- you're right, the court below seemed to confuse the merits with the procedural bar, but it's very clear that a procedural bar is always waiveable under Oklahoma law. Legions of cases say that, correct?"
475,2024.22-7466-t01,petitioner,Sonia Sotomayor," -- so, once you waived, the only issue before the court was the substantive issue of whether there was a violation of federal law, correct?"
476,2024.22-7466-t01,petitioner,Sonia Sotomayor," So that's really the only issue before us, the procedural bar. A  lot of spilt in, goes on and on about, is this the first time they didn't waive it?  Is it not the first time they didn't waive it?  The reason that's true is because they accept the waiver when there's a violation of a right, and they don't accept the waiver when there's no violation of a right. Here, they found no violation of a right, so they reached the substantive legal issue and said:  We're not going to waive. You don't find any case in Oklahoma law  --and your adversary, Mr. Waxman, can tell me -- where they found a constitutional violation either under state or federal law and said:  We won't accept a PCPA waiver. Can't find it because it doesn't exist. So now we're on the federal issue, okay?  That's all I'm looking at. Was there a Napue?  Was there a Brady violation?  That's your argument, correct?"
477,2024.22-7466-t01,petitioner,Sonia Sotomayor," So he concedes the basis of the Napue order  --violation here, didn't he?"
478,2024.22-7466-t01,petitioner,Sonia Sotomayor," Right. Now, if he's changed his testimony now in unsworn materials, that's irrelevant to us here, and it's irrelevant to the finding the Oklahoma court made below, correct?"
479,2024.22-7466-t01,petitioner,Sonia Sotomayor," All right. So now let's go to the substance of the issue that the Chief raised, which was:  Could he have found this earlier and does that make a difference to the Napue violation and the Brady violation?  I thought the essence of the Napue violation is:  Was there a falsehood?  Did the prosecutor know it was a falsehood?  Not whether the defendant knew it was a falsehood but whether the prosecutor has an obligation to correct it. Is that correct?"
480,2024.22-7466-t01,petitioner,"John G. Roberts, Jr."," Thank you, counsel. We'll -- we'll get back shortly through the se riatim questions. Justice Alito?"
481,2024.22-7466-t01,petitioner,"Samuel A. Alito, Jr."," Sorry. All right. Well, Mr. Waxman, Justice Sotomayor has taken us through the whole case, so maybe there's not much left to discuss, but I did have a few questions. The Oklahoma Court of Criminal Appeals said in paragraph 24 of its opinion, ""Even if this claim overcomes procedural bar, the facts do not rise to the level of a Brady violation."" Why isn't that a quintessential clear statement under -- under Long?  Even if it does not overcome the procedural bar, then  --and it goes on, then to the federal issue?"
482,2024.22-7466-t01,petitioner,"Samuel A. Alito, Jr."," Why -- why is that so? In paragraph 26, the -- the Oklahoma court goes through the two requirements under state law under 1089. The issue is one that could have been presented previously because the factual basis for the claim was ascertainable  through the exercise of reasonable diligence. And then it goes on to the  --to the innocence requirement. And the facts are not sufficient to establish by clear and convincing evidence that but for the alleged error, no  reasonable fact finder would have found the applicant guilty of the underlying offense or would have rendered the penalty of death."
483,2024.22-7466-t01,petitioner,"Samuel A. Alito, Jr."," But what does that show?  Yes, there's no dispute that they -- they held in the alternative that there was no federal constitutional violation, but there is the Oklahoma statute. It has two requirements. They -- they -- they go through the two requirements, and they say that they weren't satisfied, and -- and they say:  Even if it could overcome the procedural bar, it still would not provide a basis for -- for relief. I -- I don't see what's unclear or even ambiguous about that."
484,2024.22-7466-t01,petitioner,"Samuel A. Alito, Jr."," All right. Going on to another point, you rely very heavily on a note that says ""Lithium?  Dr. Trumpet?"". And you read a lot into that. And the Van Treese family's amicus brief provides a pretty compelling counter-reading of that. And -- and you want us to say, well, just pretend it doesn't exist and read those notes the way we think they should be read, those cryptic notes the way we think they should be read, because it's not the  -- the material that the Van Treese brief relies on is not in the record of the case. We shouldn't even remand for an exploration of this?"
485,2024.22-7466-t01,petitioner,"Samuel A. Alito, Jr."," -- I get your point. Your point is we shouldn't consider it because it's not in the record, right?  That's the short answer?"
486,2024.22-7466-t01,petitioner,"Samuel A. Alito, Jr."," Let me -- let me go on to one other question because the time is limited. You read McCarty, a 2005 case where the Oklahoma Court of Criminal Appeals accepted  the State's waiver of 1089, you rely on that, but there is no reasoning in McCarty. The court  simply said that in a footnote the State expressly waived any procedural bar. Do you -- do you read this for the proposition that the Oklahoma court must accept all 1089 waivers in future cases?"
487,2024.22-7466-t01,petitioner,"Samuel A. Alito, Jr."," So one departure in the application of a discretionary  -- if the -- in a discretionary rule, if the rule is applied in a discretion -- in -- in a -- in -- in a habeas petitioner-friendly way in one case, that's the end of the matter?"
488,2024.22-7466-t01,petitioner,Sonia Sotomayor," Counselor, no matter how we get past this, we have to reach whether the court ruled correctly on the constitutional issue, correct?"
489,2024.22-7466-t01,petitioner,Sonia Sotomayor," And everything that the Oklahoma courts have done, you said a hundred years of their history, party presentation, the fact that they've never had a case with a constitutional violation where they didn't accept the waiver, correct?"
490,2024.22-7466-t01,petitioner,Sonia Sotomayor," So I go back to the  -- this is not AEDPA, correct?  Our review is not AEDPA?  Meaning --"
491,2024.22-7466-t01,petitioner,Sonia Sotomayor," -- if they -- if they reach the -- if they reach the constitutional question and we de novo decide whether they got the law right, correct?"
492,2024.22-7466-t01,petitioner,Sonia Sotomayor," So whatever they said their reasons or thinking was, we have to look at the record and decide whether the facts and law support your argument that there were Brady and Napue violations, correct?"
493,2024.22-7466-t01,petitioner,Sonia Sotomayor," Now tell me succinctly why, even assuming their finding that they could have determined this issue earlier, Brady and Napue violations would have occurred?"
494,2024.22-7466-t01,petitioner,Sonia Sotomayor," It doesn't matter what state law says about that. The question  is what does federal law say about it, correct?"
495,2024.22-7466-t01,petitioner,Sonia Sotomayor, All right?  So even  --is there a Napue or a Brady violation if they could have discovered this earlier?
496,2024.22-7466-t01,petitioner,Sonia Sotomayor," All right?  Let's assume that. So adequacy and independence is not at issue. Under federal  -- and this had happened, and it was the first case before the court, and they come up and they say:  There was  a Napue violation, there's a Brady violation. And your other side comes up and says:  No, there wasn't, because you could have found this earlier."
497,2024.22-7466-t01,petitioner,Ketanji Brown Jackson," So, from your colloquy with Justice Alito, it seems that there  is agreement that the court in this case applied the procedural bar, right?  I mean, at least you  -- it's in the alternative, but they did actually apply the bar, is that right?"
498,2024.22-7466-t01,petitioner,Ketanji Brown Jackson," All right. So even with respect to Brady, I guess -- doesn't that seem to be the problem, though, from the standpoint of AISG when the bar has been clearly waived?  I think that was Justice Sotomayor's initial point. Can parties in Oklahoma waive non-jurisdictional procedural bars?"
499,2024.22-7466-t01,petitioner,Ketanji Brown Jackson," And  --and -- and what happens when those waivers occur?  I mean, do  -- do the Oklahoma courts routinely proceed to either evaluate the reasons for the waiver or reject it and continue on anyway?  I thought they just accepted  --if a party says, this is a non-jurisdictional bar, I have a right to raise it, but I'm waiving that  right, the Oklahoma court's standard practice, just like most courts, if not all courts, is to accept that and go on, right?"
500,2024.22-7466-t01,petitioner,Ketanji Brown Jackson," As a matter of practice. So we don't need a rule necessarily that Oklahoma always accepts these. They just do it. I mean, that's what  -- we don't have any evidence that they've ever rejected it, correct, the waiver?"
501,2024.22-7466-t01,respondent,Clarence Thomas," Mr. Clement, back to the prosecutors. If you had -- if they were using a note of yours from 20 years ago, wouldn't you expect them to call you and have an in-depth investigation as to what your note meant?"
502,2024.22-7466-t01,respondent,Clarence Thomas," Well, when I looked at the note of Ms. Smothermon, I couldn't make heads or tails of it. It had a few names. It had ""lithium"" and a question mark. And she explains what it was. And according to her explanation, if it's true, it was simply about a conversation that Glossip's lawyer had with -- was it Sneed?"
503,2024.22-7466-t01,respondent,Clarence Thomas," I think her point was simply, I mean, even that sheet  --is that the sheet that she says the sheriff filled out? That it didn't come from  --actually from a doctor?"
504,2024.22-7466-t01,respondent,Ketanji Brown Jackson, But are you saying that we are  -- that --that the question of Brady and Napue or a Napue violation is resolved because the attorney general has reached that conclusion?
505,2024.22-7466-t01,respondent,Ketanji Brown Jackson," All right. So why wouldn't we send it back?  I mean, it's my understanding -- if we send it back for an evidentiary hearing?  It's my understanding that  there's never been a court determination of any of these facts. Justice Thomas is saying there are some disputes about what the notes mean and whatnot. So I just  -- I guess I don't understand why we wouldn't, at the minimum, have some sort of requirement that a court make a  finding about these things?"
506,2024.22-7466-t01,respondent,Sonia Sotomayor," -- whether the prosecutor actually knew about it, knowledge is imputed to her, right?"
507,2024.22-7466-t01,respondent,Sonia Sotomayor," I think, under  -- under the law, anything in the prosecutor's possession, which includes prison records, is -- the knowledge is imputed to the prosecutor, correct?"
508,2024.22-7466-t01,respondent,Elena Kagan," Can I ask you, Mr. Clement, about some of the questions that Justice Alito was asking Mr. Waxman about, the whether there is an independent and adequate state ground here, and -- and -- and really focus on these couple of pages of the Oklahoma court's opinion, which I find difficult to say the least, and ask you what you make of them?"
509,2024.22-7466-t01,respondent,Elena Kagan," When you say ""the waiver issue,"" what do you mean by that?"
510,2024.22-7466-t01,respondent,Elena Kagan," And suppose we want to go beyond that because it is true that we rarely say that there's no adequacy because this -- this is so out of the ordinary. It  -- it's a very rare kind of thing for us to say. And if we want to just look at  -- at what the Oklahoma court did in terms of justifying its denial of the confession of error and its determination to proceed, how  --what do you  -- how do you describe what they did?"
511,2024.22-7466-t01,respondent,Elena Kagan," And then you get, like  --that's all the way down, right, until the last sentence, which is the ""Moreover"" sentence, and the ""Moreover"" sentence might suggest, again, a reference to the procedural bar. Is that -- is that true?"
512,2024.22-7466-t01,respondent,Elena Kagan," At the most, what you have here in these two paragraphs is very significant discussions of the substance and then maybe a sentence about, oh, there's this procedural bar thing that we're doing too. Is that  --is that correct?"
513,2024.22-7466-t01,respondent,Elena Kagan," And, you know, in a way, this actually relates to the first point that you made about how unusual it is to deny the State's request for a waiver here, because that's sort of what they start with. They say they have these two claims and the State has come forward and said this warrants post-conviction relief, and we're not accepting that because the State -- the State's concession is not based in law or fact. What --what do you take that to mean?"
514,2024.22-7466-t01,respondent,Elena Kagan," I mean, the State has only come forward with Napue arguments and Brady arguments, is that right?  So they must be saying we're not -- we're not going with the State because we don't agree with their views of Napue and Brady, as we're going to now explain."
515,2024.22-7466-t01,respondent,Elena Kagan," Of interwoven; therefore, you know, not independent?"
